title;prize;ratings;stars;publish_date;authors
La buena onda (Entorno y bienestar);5,69;5;2,1;25 abril 2016;Pere Leon Fernandez
Escandalo: Como superar una crisis personal;9,49;3;2,7;9 junio 2015;Judy Smith y Maria Maestro Cuadrado
Manual de Access 2010;9,49;1;1;1 mayo 2012;MEDIAactive
Introduccion a la tecnica de mapas mentales. Gestion visual de informacion compleja con MindManager 16;8,54;0;NA;15 abril 2017;Jose Maria Guerrero
El mobile marketing y las apps. Como crear apps e idear estrategias de mobile marketing (Manuales);7,12;4;5;17 agosto 2017;Adria Montiel Vallve
Informatica juridica para estudiantes de derecho (Derecho - Biblioteca Universitaria De Editorial Tecnos);11,40;0;NA;15 mayo 2014;Ma Mercedes Martinez Gonzalez
El mundo transparente: Un paseo con mi madre por el universo digital;6,99;3;5;14 junio 2016;Diaz-Montenegro,Sylvia y Sastre,Alberto
"Guia para aprender a utilizar la  ""plataforma Evernote(r)"" para organizar informacion y mejorar tu productividad.: Aprendelo todo ahora  y recuerdalo siempre con la aplicacion para notas mas potente";0,00;1;2;9 octubre 2014;Gene Luengo y Marcos Espinoza
Ebook: Programming Tools (BBVAOpen4U Series);0,00;2;4;5 mayo 2016;BBVA Innovation Center y BBVA Innovation Center
Ingenieria de Software;13,06;0;NA;13 diciembre 2016;Guillermo PANTALEO y RINAUDO,  Ludmila
Introduccion a la Programacion;3,99;0;NA;14 febrero 2016;Jorge Octavio Prieto Razo
COMO IMPLANTAR UN ERP;9,06;1;3;28 diciembre 2013;Adolfo Blum
Comprendiendo Criptomoneda;4,49;0;NA;8 noviembre 2017;Eric Morse
La cultura de la conectividad: Una historia critica de las redes sociales (Sociologia y Politica (serie Rumbos teoricos));8,54;1;4;27 mayo 2016;Jose Van Dijck y Hugo Salas
Analisis narrativo del guion de videojuego (Videojuegos);14,92;5;4,7;28 enero 2015;Ivan Martin Rodriguez
SEO Social. La influencia de las redes sociales en el posicionamiento en buscadores;2,84;1;1;30 mayo 2012;Juanjo Ramos
Wigetta: un viatge magic;6,64;0;NA;8 noviembre 2017;Willyrex y Vegetta777
DESARME SU LAPTOP: MANUAL DE PROCEDIMIENTO. HAGALO USTED MISMO;0,00;1;1;3 marzo 2015;Robert Glez
CIO Gestion: Informacion para CIOs;0,00;0;NA;17 enero 2018;Antonio Mejias - cyfuss
Lo que todo el mundo debe saber acerca de Informatica General .... y algo mas;0,00;0;NA;15 abril 2016;Alberto Otano
La guia avanzada del Community Manager (Social Media);14,24;4;2,7;18 enero 2016;Juan Carlos Mejia Llano
Grandes enigmas de la ciencia: Las curiosidades mas sorprendentes de nuestro mundo;10,44;6;4,1;21 noviembre 2013;Naukas
Excuses barates;7,59;0;NA;8 marzo 2017;Leopolda Olda
A salvo con 1Password: no vuelvas a olvidar tus contrasenas;1,99;0;NA;27 julio 2015;Javier Cristobal
Computacion para Principiantes;0,00;0;NA;30 octubre 2012;Sabogal Romero, Nelson German
Como Optimizar tus Campanas de Email Marketing;0,00;0;NA;13 abril 2016;Andres Garcia Dominguez
Conquista las SERP gracias a Mangools: Domina KWFinder, SERPChecker y SERPWatcher;0,99;0;NA;10 agosto 2017;Javier Cristobal y Enfoque Nomada
La sociedad de la Informacion en Espana 2012;0,00;0;NA;20 mayo 2014;Fundacion Telefonica
HTML desde cero;0,00;11;3,7;19 noviembre 2012;Alfredo Limongi
Facebook para empresas y emprendedores;12,34;0;NA;29 noviembre 2016;Ismael Galvez Clavijo
La Historia de HAL Laboratory;1,04;0;NA;19 octubre 2013;Sergio Martin del Peso
Wikipedia de la A a la W (EL PROFESIONAL DE LA INFORMACION);6,17;3;4,6;1 julio 2013;Tomas Saorin Perez
Roblox Juego De Guia No Oficial;4,91;0;NA;13 septiembre 2017;The Yuw
WordPress - Seguridad Extrema: Estrategias de Seguridad para WordPress - Medidas de Seguridad Para WordPress;0,00;0;NA;20 mayo 2015;Nico Ciana
Marketing Digital Fundamentos: Marketing Digital para Negocios;0,00;0;NA;20 junio 2016;Ivania Hernandez
Bases de datos: Todo lo que hay que saber!;21,59;0;NA;29 mayo 2016;Yery Salas
Manual de Illustrator CC (Manuales);9,99;0;NA;21 enero 2014;MEDIAactive y Marcombo Ediciones Tecnicas
Macros en Excel 2013: Funciones (Coleccion Macros en Excel 2013 no 5);3,15;0;NA;17 mayo 2013;Viviana Zanini y RedUSERS USERSHOP
Tutorial Asciidoctor: Guia basica;0,99;1;4;21 agosto 2017;Jorge Aguilera
Programacion con C++: Mas Alla de C;0,00;1;2;21 octubre 2014;Luis M. Gotello Castano
Ciberteologia: Pensar el cristianismo en tiempos de red (Biblioteca Herder);11,39;1;5;5 mayo 2014;Antonio Spadaro y Antoni Martinez Riu
Desarrollo de aplicaciones Web multiplataforma;5,84;0;NA;20 diciembre 2016;Miguel Angel Contreras Castaneda
Servicio Tecnico Avanzado: Impresoras (Coleccion Servicio Tecnico Avanzado no 3);3,15;0;NA;13 septiembre 2013;Javier Richarte y Pablo Achaval
Disseny interactiu a la xarxa, El (eBook);7,60;0;NA;1 octubre 2012;Mariona Grane i Oro
Introduccion a la creacion de webs usando Wordpress: Aprende lo basico para crear tu propia web de forma sencilla;0,00;0;NA;6 agosto 2017;Angel Luis Aparicio Gomez
Como Crear una Webinar Facilmente: 2a Edicion;0,00;0;NA;28 enero 2016;Ruben Andres Montero Garcia
Analisis y diseno de algoritmos: Un enfoque practico;3,32;0;NA;1 junio 2016;Eduardo Villegas Jaramillo y Luz Enith Guerrero Mendieta
La ciencia del nuevo marketing (Social Media);14,24;1;5;8 enero 2014;Dan Zarrella
El TAO de twitter (Social Media);11,39;1;2;10 febrero 2014;Mark W. Schaefer
Genera ingresos pasivos creando webs, ebooks, cursos y podcasts: Todo lo que necesitas saber para alcanzar la libertad financiera;0,00;2;3;24 agosto 2015;Gemma Hereter
Planificacion estrategica de la comunicacion en redes sociales (Manuales);6,64;0;NA;17 agosto 2017;Juan Monserrat Gauchi y Federico Sabater Quinto
?Como auguro que sera la moneda del futuro?: Bitcoin estara en tu disco duro;1,04;2;4,4;19 abril 2013;Miquel J. Pavon Besalu
Retoque digital de imagenes. ARGG0110;8,27;0;NA;19 enero 2016;Inmaculada Villagran Arroyal
Crea un corto animado con Synfig Studio (Aprender animacion en el mundo libre no 5);7,28;0;NA;21 noviembre 2016;Mospcorp
De mayor, youtuber: Descubre los secretos del exito de YouTube;3,99;4;5;27 octubre 2016;Pablo Moreno Acevedo
Analisis y diseno de piezas con CATIA V5;12,34;1;3;20 octubre 2011;Jose Antonio Vasquez Angulo
Construccion de software: Una mirada agil;6,56;1;5;27 septiembre 2016;Nicolas Paez y Diego Fontdevila
Game & Play (UOC Press-Comunicacion);10,44;0;NA;16 mayo 2016;Daniel Aranda Juarez y Salvador Gomez Garcia
Equipos de interconexion y servicios de red. IFCT0410;12,17;1;4;29 octubre 2015;Enrique Bellido Quintero
Introduccion rapida a MatLab y Simulink para ciencia e ingenieria;9,50;1;2;20 febrero 2015;Manuel Gil Rodriguez
En el acuario de Facebook;7,99;0;NA;5 diciembre 2014;Ippolita
Crear Juegos para Android en solo 18 Horas: El libro definitivo para crear videojuegos para Android de forma rapida, sencilla y explicada graficamente.;0,00;1;4;2 abril 2013;Erasmo Cesar Ortuno Morales
Guia Twitter: Aprende paso a paso y de manera sencilla a usar esta magnifica herrmanienta de comunicacion.;0,00;0;NA;3 junio 2013;Juan Carlos
Microsoft Project 2013, Configuracion: Configura bien el Project, evita contratiempos (Administrando Proyectos con Microsoft Project);0,00;3;4,6;9 agosto 2015;de Lira, Rafael Ruiz Velasco
EL TRADING ONLINE DE UNA FORMA SENCILLA. Como convertirse en un inversionista online y descubrir las bases para lograr un trading de exito;2,84;0;NA;1 abril 2014;Stefano Calicchio
Como Migrar de Windows a Linux;0,00;0;NA;2 junio 2015;anibal copitan
Asi gane 60.000EUR con mi Blog en Wordpress: Sin tener ni idea de lo que era un Blog ...;3,52;0;NA;3 mayo 2016;Pablo Martinez Garcia
Ventas particulares: Motivos para vender tus cosas por internet (y ejemplos de ventas reales) (Ganar dinero extra con marketplaces no 1);0,99;8;3,6;5 marzo 2015;Javi Gonzalez
CIBERCRIMEN;8,47;8;4,2;25 junio 2015;Manel Medina y Merce Molist
EL PLAN DE MARKETING EN 4 PASOS. Estrategias y pasos clave para redactar un plan de marketing eficaz.;0,94;2;2;15 abril 2016;Stefano Calicchio
Planificacion y Control de Proyectos Usando Oracle Primavera P6 Versiones 8.1 & 8.2 - Cliente Profesional & Cliente Opcional;24,99;6;5;28 enero 2013;Paul E Harris
La Facturacion Electronica y la Red Empresarial;4,63;0;NA;27 enero 2017;Mario Fernandez y Federico Cuesta
Bioinformatica: simulacion, vida artificial e inteligencia artificial: 1;34,28;0;NA;28 marzo 2014;Rafael Lahoz-Beltra
Crear mi estudio de video chat online: Ganar dinero con los video chat onlineo;0,99;1;3;6 abril 2016;Elvis Darian Zarzuela Meran
Programacion de sistemas LINUX: Guia de autoeducacion para programacion de sistemas Linux y UNIX(r);1,34;0;NA;1 septiembre 2016;Ukranio Coronilla Contreras
SCRUM. Procesos de Inicio (Procesos de Scrum no 1);0,00;1;1;14 octubre 2014;Angel Gabriel Olivo Diaz
Proyecto de Red con Switch HP;6,47;0;NA;23 agosto 2016;B.T. Ricci
Aprenda a Reparar 3 luces Rojas XBOX 360 (Solucion Definitiva);0,00;0;NA;31 mayo 2016;Alexander Damiron
SEO para Blogueros: Aprenda Como Posicionar su Articulo de Blog entre los Primeros Resultados de Busqueda en Google (El Series de SEO no 4);8,04;2;2,5;15 marzo 2014;R.L. Adams
Como Reparar la Luz Azul de la Muerte ps4;0,00;0;NA;7 junio 2016;Angel Damiron
Comprendiendo Bitcoin: Una Guia para  Principiantes  sobre las Criptomonedas;2,99;0;NA;8 octubre 2017;Eric Morse
Como escribir relatos de ficcion (Autopublicacion no 1);2,99;15;4;3 febrero 2014;Jose Noguera
Hackers, Crackers, e ingenieria social;0,00;2;3,6;29 septiembre 2012;Manuel Gris
?Como saber invertir, comprar y minar Ethereum?: Todo lo que necesitas saber sobre la moneda virtual del futuro;0,00;0;NA;13 septiembre 2017;Alejandro Brega y Johana Contreras
Aplicaciones fundamentales para tu iPhone: todo lo que necesitas para sacarle el maximo rendimiento a tu dispositivo;0,99;0;NA;20 junio 2017;Javier Cristobal
"Tutorial SEO: La Guia ""WOW"" Imprescindible para tu Posicionamiento Organico";0,00;3;3,8;26 septiembre 2015;P, ESTHER ROCHE
Programacion con lenguajes de guion en paginas web. IFCD0110;12,17;1;3;14 abril 2015;Antonio Luis Cardador Cabello
Programacion  Java - Una Guia para Principiantes para Aprender Java Paso a Paso;2,49;1;5;1 junio 2015;Troy Dimes y Andres Parraud
Tecnologias en los entornos de Infantil y Primaria (Tecnologia educativa);15,75;0;NA;1 abril 2008;Romero, Rosalia/Roman, Pedro/Llorente, M.a del Carmen
Blog ging: Estrategias  de posicionamiento para  Monetizar tu Blog;0,00;0;NA;13 julio 2017;Gerardo Escobar
Macros Grabadas en Excel 2016: Para principiantes en plataforma Windows (Aprende Excel);0,00;1;4;16 junio 2016;Alejandro Chavez Castillo
Gestion de incidentes de seguridad informatica. IFCT0109;12,17;0;NA;5 junio 2015;Ester Chicano Tejada
superfacil HTML5: HTML5 hecho facil;9,00;0;NA;3 noviembre 2017;David Hutchful
@policia: las historias de un exito: Como funciona el Twitter de la policia: un millon de historias humanas;6,64;4;3,7;24 septiembre 2014;Carlos Fernandez Guerra
FORMAS DE SELECCIONAR O REFERENCIAR CELDAS CON VBA;0,00;0;NA;16 julio 2014;Marcelo Rodolfo Pedernera Esquibel
Administracion de Oracle 11G;24,87;1;5;22 mayo 2012;Juan Carlos Martinez de Ilarduia Arcauz
Apuntes sobre Scrum;0,00;1;4;17 diciembre 2013;Angel Gabriel Olivo Diaz
Marketing por email: utiliza tu correo electronico para mejorar tus resultados (Ascenso: Curso completo de Marketing digital);2,95;0;NA;4 julio 2017;Alberto Cantor
Aprende facebook ads paso a paso: Todo lo que necesitas saber para poner en marcha Facebook Ads desde cero y captar clientes y leads;0,00;3;5;1 abril 2017;Rosa Moreno Company
Guia para ser un blogger profesional: Aprende a crear un blog de exito;7,00;0;NA;20 abril 2016;Javier Lopez Diaz
BPMN Manual de Referencia y Guia Practica 5a Edicion: Con una introduccion a CMMN y DMN;0,00;3;2,1;6 junio 2017;Dr. Bernhard Hitpass y Jakob Freund
Microsoft Access 2013 - Guia practica para el usuario: Gestione informacion de la manera mas productiva;12,43;1;4;27 mayo 2014;RedUSERS USERSHOP y Gestione informacion de la manera mas productiva
Vuelo FA-227;8,98;3;3,3;26 abril 2012;Luis Miguel Gil Gonzalo y Ruben Hinojo Sanchez
EL ANALISIS FUNDAMENTAL DEL TRADING DE UNA FORMA SENCILLA. La guia de introduccion a las tecnicas estrategicas de anticipacion de los mercados a traves del analisis fundamental.;2,84;3;3,3;1 abril 2015;Stefano Calicchio
The Third Wave (El Resumen Mas Completo): La vision de de un emprendedor sobre el futuro.;0,99;1;5;13 septiembre 2016;Bruno Belmondo
Curso de ASO para Google Play: Guia Esencial. Todo sobre el App Store Optimization: No hay mas ASO de lo que esta en este libro. Y 100% en espanol.;0,00;0;NA;23 mayo 2017;Ramon Egido Garcia
Linux para usuarios;5,70;0;NA;10 marzo 2017;Francisco Torres Escobar y Ana Maria Pizarro Galan
Programacion en C++: 2a Edicion;0,00;0;NA;23 septiembre 2015;Luis M. Gotello Castano
Desarrollo web agil con Angular.js;2,99;13;3,5;11 agosto 2014;Carlos Azaustre
Analisis de datos en ciencias sociales y de la salud II (Sintesis psicologia. Metodologia de las ciencias del comportamiento);24,87;0;NA;2 septiembre 2010;Pardo, Antonio/San Martin, Rafael
Conocimientos Basicos de Mac Para Disidentes de Windows (tecnologia);0,00;0;NA;21 febrero 2013;Lex Friedman
Analisis de Imagenes de Microscopia con ImageJ;0,00;2;5;15 abril 2017;Victor M. Campa Fernandez
Facebook: Un ensayo;0,00;0;NA;3 noviembre 2012;Nicholas Katz
AutoCAD 2010 Basico;3,79;0;NA;24 febrero 2012;Jose Luis Cogollor
Manual Del Guerrero Movil:PhoneGap;9,99;2;4;23 septiembre 2012;Carlos Solis
Instalacion y parametrizacion del software. IFCT0510;12,17;0;NA;6 noviembre 2015;Aranda Vera, Alvaro
Mejora tu lista de correo: 21 ideas para aumentar tus suscriptores !ya!;0,00;3;3,4;6 octubre 2014;Por Solo Cinco Euros
Programacion de videojuegos con SDL: Para Windows, Linux y MacOS X;2,40;6;4;28 diciembre 2015;Alberto Garcia Serrano
guia windows 10 para novatos;0,00;0;NA;2 abril 2017;marc corbal
Redes sin causa. Una critica a las redes sociales (UOC Press Comunicacion);9,97;0;NA;20 diciembre 2016;Geert Lovink
Desarrolla Tu Plataforma En Terreno Firme: Como NO Depender De Google, Bing, Yahoo, Facebook, Twitter, Linkedin, Instagram Y Los Demas Agregadores De Informacion Para Triunfar En La Internet;2,99;1;5;14 mayo 2015;Orlando Mergal
Aprender selecciones, capas y canales con Photoshop CS6;7,59;3;3,7;1 julio 2012;MEDIAactive
Sistemas seguros de acceso y transmision de datos. IFCT0109;8,27;0;NA;5 junio 2015;Lorena Gonzalez Manzano y Jose Maria De Fuentes Garcia-Romero de Tejada
INTRODUCCION A ORACLE SQL: MANUAL DE REFERENCIA (DIARIO DE UN AUTODIDACTA no 2);5,73;0;NA;4 diciembre 2016;ISAAC NARANJO GARCIA
Realidad aumentada. Tecnologia para la formacion (Educacion,Tecnologia Educativa);13,26;0;NA;16 febrero 2016;Cabero Almenara, Julio/Garcia Jimenez, Fernando (coordinadores)
Aprender Indesign CS5 con 100 ejercicios practicos;7,59;0;NA;1 noviembre 2010;MEDIAactive
Si no tienes vida propia siempre puedes seguir la mia en twitter;1,04;0;NA;10 noviembre 2010;Jose Manuel Goig Campoy
Mis Primeros 10.000: Los fracasos, errores, victorias, desaciertos,  frustraciones y alegrias vividos  en camino a 10.000 euros mensuales en Internet.;3,48;5;3,4;12 febrero 2012;Javier Buckenmeyer
Mis Primeros 10.000: Los fracasos, errores, victorias, desaciertos,  frustraciones y alegrias vividos  en camino a 10.000 euros mensuales en Internet.;3,48;5;3,4;12 febrero 2012;Javier Buckenmeyer
APRENDER PHOTOSHOP CS5 CON 100 EJERCICIOS PRACTICOS (APRENDER...CON 100 EJERCICIOS PRACTICOS);7,59;15;3,9;8 diciembre 2011;MEDIAactive
De la idea al software;0,00;0;NA;18 junio 2016;Hernan Olivieri
Publicacion online - hazlo tu mismo;1,68;2;4,5;30 marzo 2014;Alberto Garcia Briz y Alberto Garcia Briz
Las Metodologias Agiles en los Proyectos de Software;0,00;0;NA;23 octubre 2014;Adrian Jorge Camposantos
Aseguramiento de la Calidad;0,00;3;5;23 abril 2016;Victor Gomez Adan
Redes sociales en una semana;4,74;1;3;22 marzo 2011;Cristina Aced
Aprender Maya 2012 Avanzado con 100 Ejercicios Practicos;7,59;1;5;1 mayo 2012;MEDIAactive
De Word para Kindle: Como escribir, formatear y publicar tu ebook de una forma practica y sencilla.;0,00;1;5;6 abril 2015;John Ibarra
Cubos OLAP Conceptos Basicos;0,00;0;NA;19 enero 2016;Armando Castanon Garcia
Una Guia de Kindle Fire para Novatos: La Guia de Principiantes de Hacer Todo;0,00;4;3,4;5 febrero 2012;Minute Help Guides
Guia practica de ISO/IEC 20000-1 para servicios TIC;21,84;0;NA;20 julio 2016;Ana Andres Alvarez y Carlos Manuel Fernandez Sanchez
Posicionamiento en buscadores. Edicion 2012 (Titulos Especiales);15,67;7;4,6;9 septiembre 2014;Fernando Macia Domene y Javier Gosende Grela
La responsabilidad por un mundo sostenible (Aprender a ser);11,39;0;NA;21 marzo 2013;Pilar Aznar Minguet y MaAngeles Ull Solis
Ganar al poker online;0,00;3;2,6;8 agosto 2013;Pablo Sanz Quiles
"""AMENAZAS INFORMATICAS EN LA WEB 3.0"": Guia para aprender a identificar y prevenir los riesgos a los que usted  y su familia, se exponen, al navegar en Internet.";0,00;1;2;13 agosto 2014;Felix A. Reyes G. y Carlos Andres Lugo Gonzalez
Marketing Digital (2ed): Manual, Segunda Edicion;0,00;1;1;4 agosto 2015;Gloria E. Gherardi
Microsoft Business Intelligence: vea el cubo medio lleno (Serie Inteligencia de Negocios);2,99;0;NA;21 abril 2016;Salvador Ramos
La Hora de los Bots Y de los Parlantes Inteligentes (Un Futuro Diferente no 36);0,00;0;NA;30 junio 2016;Oswaldo Enrique Faveron Patriau y Oswaldo Enrique Faveron Patriau
Blogs: Marketing de Articulos para Empresas y Negocios;0,00;0;NA;16 octubre 2017;Moreno Jimenez, Jose Luis
Elastix: Guia para Principiantes;8,75;2;3,5;21 abril 2014;David Duffett y Elvita Crespo
Gestion de redes telematicas. IFCT0410;12,17;0;NA;29 octubre 2015;Calvo Garcia, Angel Luis
Uso del marketing viral y el uso compartido viral con bajo presupuesto: Gana nuevos circulos de clientes y una comunidad propia a traves del intercambio viral de imagenes auto-creadas;0,00;1;4;24 marzo 2016;Sebastian Merz
Hogar digital: Como configurar y gestionar una red informatica para su hogar;0,00;0;NA;24 enero 2016;David Prudencio Aguado
Conectados por redes sociales (Manuales);10,92;0;NA;1 agosto 2016;Miguel del Fresno Garcia y Pilar Marques Martinez
EL PRIMER LIBRO SOBRE NETDUINO 2 EN ESPANOL: Proyectos domoticos paso a paso para todos los niveles;0,00;1;5;16 enero 2015;Carlos rodriguez Navarro
Macros en Excel 2013: Principales objetos de Excel (Coleccion Macros en Excel 2013 no 7);3,15;1;4;17 mayo 2013;Viviana Zanini y RedUSERS USERSHOP
Macros en Excel 2013: Estructuras de programacion (Coleccion Macros en Excel 2013 no 6);3,15;0;NA;17 mayo 2013;Viviana Zanini y RedUSERS USERSHOP
60 estrategias para aumentar el trafico de tu blog: Incrementa tus visitas y !gana dinero!;3,90;0;NA;23 agosto 2017;Alex Gonzalez
Trabaja como Analista de Videojuegos: Todas las claves para entrar al sector;0,00;0;NA;10 agosto 2015;David Hernandez Santamaria
Programacion en C y C++: 2a Edicion;0,00;0;NA;24 noviembre 2016;Luis M. Gotello Castano y Aaron Rojo Bedford
Curso Microsoft PowerPoint;5,70;0;NA;19 octubre 2016;Demetrio Fuentes Ferrera
HTML Para Novatos Por Novatos: HTML Para Novatos Por Novatos es el libro perfecto para personas que quieren aprender HTML.;0,99;4;2,6;30 enero 2016;Michael Abelar
